plot,block,treatment,count.dates,quadrat,wh.coty,wh.0.2,wh.2.4,wh.4.12,wh.12,weekly.total,c.2,2.12,recruitment,Spring.Rylage,Mid-June,Alfalfa.1,Small.Grains,Forage.2,,,,,cumulative.coty,cumulative.0.2,cumulative,total
406,4,alfalfa/oats,5/30/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0,,
406,4,alfalfa/oats,6/5/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0,,
406,4,alfalfa/oats,6/13/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0,,
406,4,alfalfa/oats,6/21/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0,,
406,4,alfalfa/oats,6/28/23,1M,0,1,1,0,0,2,1,1,2,,,,,,,,,,3,1,,
406,4,alfalfa/oats,7/6/23,1M,0,0,2,0,0,2,0,2,0,,,,,,,,,,3,1,,
406,4,alfalfa/oats,7/12/23,1M,0,0,0,0,0,0,0,0,-2,,,,,,,,,,3,1,,
406,4,alfalfa/oats,7/18/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,1,,
406,4,alfalfa/oats,7/25/23,1M,0,1,0,1,0,2,1,1,2,,,,,,,,,,3,2,,
406,4,alfalfa/oats,7/31/23,1M,0,2,0,0,0,2,2,0,0,,,,,,,,,,3,4,,
406,4,alfalfa/oats,8/10/23,1M,0,2,0,0,0,2,2,0,0,,,,,,,,,,3,6,,
406,4,alfalfa/oats,8/15/23,1M,0,2,0,0,0,2,2,0,0,,,,,,,,,,3,8,,
406,4,alfalfa/oats,8/22/23,1M,0,0,0,0,0,0,0,0,-2,,,,,,,,,,3,8,,
406,4,alfalfa/oats,8/31/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,8,,
406,4,alfalfa/oats,9/8/23,1M,0,0,0,1,0,1,0,1,1,,,,,,,,,,3,8,,
406,4,alfalfa/oats,9/13/23,1M,0,0,0,0,0,0,0,0,-1,,,,,,,,,,3,8,,
406,4,alfalfa/oats,9/22/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
406,4,alfalfa/oats,9/29/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
