plot,block,treatment,count.dates,year,quadrat,wh.coty,wh.0.2,wh.2.4,wh.4.12,wh.12,weekly.total,c.2,2.12,recruitment,Spring.Ryelage,Mid-June,Alfalfa.1,Small.Grains,Forage.2
302,3,wheat-cc mix,9/8/23,2023,1M,0,0,0,5,3,8,0,8,5,,,,,
302,3,wheat-cc mix,9/13/23,2023,1M,0,0,13,7,3,23,0,23,15,,,,,
302,3,wheat-cc mix,9/22/23,2023,1M,0,0,1,5,0,6,0,6,-17,,,,,
302,3,wheat-cc mix,9/29/23,2023,1M,0,0,1,6,0,7,0,7,1,,,,,
303,3,alfalfa/orchardgrass,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,5,37,42,24,16
303,3,alfalfa/orchardgrass,5/16/23,2023,1M,2,3,0,0,0,5,5,0,5,,,,,
303,3,alfalfa/orchardgrass,5/22/23,2023,1M,0,21,0,0,0,21,21,0,16,,,,,
303,3,alfalfa/orchardgrass,5/30/23,2023,1M,0,8,0,0,0,8,8,0,-13,,,,,
303,3,alfalfa/orchardgrass,6/5/23,2023,1M,0,6,5,0,0,11,6,5,3,,,,,
303,3,alfalfa/orchardgrass,6/13/23,2023,1M,0,30,7,0,0,37,30,7,26,,,,,
303,3,alfalfa/orchardgrass,6/21/23,2023,1M,0,15,24,5,0,44,15,29,7,,,,,
303,3,alfalfa/orchardgrass,6/28/23,2023,1M,0,9,19,12,2,42,9,33,-2,,,,,
303,3,alfalfa/orchardgrass,7/6/23,2023,1M,0,8,13,14,5,40,8,32,-2,,,,,
303,3,alfalfa/orchardgrass,7/12/23,2023,1M,0,10,9,0,0,19,10,9,-21,,,,,
303,3,alfalfa/orchardgrass,7/18/23,2023,1M,0,11,15,0,0,26,11,15,7,,,,,
303,3,alfalfa/orchardgrass,7/25/23,2023,1M,0,4,16,4,0,24,4,20,-2,,,,,
303,3,alfalfa/orchardgrass,7/31/23,2023,1M,0,9,8,11,1,29,9,20,5,,,,,
303,3,alfalfa/orchardgrass,8/10/23,2023,1M,0,0,3,12,4,19,0,19,-10,,,,,
303,3,alfalfa/orchardgrass,8/15/23,2023,1M,0,0,8,4,4,16,0,16,-3,,,,,
303,3,alfalfa/orchardgrass,8/22/23,2023,1M,0,2,10,0,0,12,2,10,-4,,,,,
303,3,alfalfa/orchardgrass,8/31/23,2023,1M,0,0,23,0,0,23,0,23,11,,,,,
303,3,alfalfa/orchardgrass,9/8/23,2023,1M,0,1,20,0,0,21,1,20,-2,,,,,
303,3,alfalfa/orchardgrass,9/13/23,2023,1M,0,0,5,0,0,5,0,5,-16,,,,,
303,3,alfalfa/orchardgrass,9/22/23,2023,1M,0,0,5,1,0,6,0,6,1,,,,,
303,3,alfalfa/orchardgrass,9/29/23,2023,1M,0,0,5,0,0,5,0,5,-1,,,,,
304,3,ryelage-sorghum sudangrass,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,3,0,16,21,40
304,3,ryelage-sorghum sudangrass,5/16/23,2023,1M,3,0,0,0,0,3,3,0,3,,,,,
304,3,ryelage-sorghum sudangrass,5/22/23,2023,1M,0,22,0,0,0,22,22,0,19,,,,,
304,3,ryelage-sorghum sudangrass,5/30/23,2023,1M,0,0,0,0,0,0,0,0,-22,,,,,
304,3,ryelage-sorghum sudangrass,6/5/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
304,3,ryelage-sorghum sudangrass,6/13/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
304,3,ryelage-sorghum sudangrass,6/21/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
304,3,ryelage-sorghum sudangrass,6/28/23,2023,1M,0,0,16,0,0,16,0,16,16,,,,,
304,3,ryelage-sorghum sudangrass,7/6/23,2023,1M,0,0,24,2,0,26,0,26,10,,,,,
304,3,ryelage-sorghum sudangrass,7/12/23,2023,1M,0,0,23,4,0,27,0,27,1,,,,,
304,3,ryelage-sorghum sudangrass,7/18/23,2023,1M,0,5,10,7,1,23,5,18,-4,,,,,
304,3,ryelage-sorghum sudangrass,7/25/23,2023,1M,0,1,4,13,3,21,1,20,-2,,,,,
304,3,ryelage-sorghum sudangrass,7/31/23,2023,1M,0,2,4,10,12,28,2,26,7,,,,,
304,3,ryelage-sorghum sudangrass,8/10/23,2023,1M,0,0,4,11,19,34,0,34,6,,,,,
304,3,ryelage-sorghum sudangrass,8/15/23,2023,1M,0,0,6,13,21,40,0,40,6,,,,,
304,3,ryelage-sorghum sudangrass,8/22/23,2023,1M,0,0,9,0,0,9,0,9,-31,,,,,
304,3,ryelage-sorghum sudangrass,8/31/23,2023,1M,0,0,8,0,0,8,0,8,-1,,,,,
304,3,ryelage-sorghum sudangrass,9/8/23,2023,1M,0,1,6,0,0,7,1,6,-1,,,,,
304,3,ryelage-sorghum sudangrass,9/13/23,2023,1M,0,0,4,2,0,6,0,6,-1,,,,,
304,3,ryelage-sorghum sudangrass,9/22/23,2023,1M,0,0,5,1,0,6,0,6,0,,,,,
304,3,ryelage-sorghum sudangrass,9/29/23,2023,1M,0,1,7,1,0,9,1,8,3,,,,,
305,3,oats-cc mix,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,8,2,1,7,5
305,3,oats-cc mix,5/16/23,2023,1M,4,4,0,0,0,8,8,0,8,,,,,
305,3,oats-cc mix,5/22/23,2023,1M,0,15,0,0,0,15,15,0,7,,,,,
305,3,oats-cc mix,5/30/23,2023,1M,0,0,0,0,0,0,0,0,-15,,,,,
305,3,oats-cc mix,6/5/23,2023,1M,0,2,0,0,0,2,2,0,2,,,,,
305,3,oats-cc mix,6/13/23,2023,1M,0,2,0,0,0,2,2,0,0,,,,,
305,3,oats-cc mix,6/21/23,2023,1M,0,1,0,0,0,1,1,0,-1,,,,,
305,3,oats-cc mix,6/28/23,2023,1M,0,0,1,0,0,1,0,1,0,,,,,
305,3,oats-cc mix,7/6/23,2023,1M,0,0,1,0,0,1,0,1,0,,,,,
305,3,oats-cc mix,7/12/23,2023,1M,0,0,1,0,0,1,0,1,0,,,,,
305,3,oats-cc mix,7/18/23,2023,1M,0,1,1,0,0,2,1,1,1,,,,,
305,3,oats-cc mix,7/25/23,2023,1M,0,6,1,0,0,7,6,1,5,,,,,
305,3,oats-cc mix,7/31/23,2023,1M,1,3,1,0,0,5,4,1,-2,,,,,
305,3,oats-cc mix,8/10/23,2023,1M,0,0,5,0,0,5,0,5,0,,,,,
305,3,oats-cc mix,8/15/23,2023,1M,0,1,4,0,0,5,1,4,0,,,,,
305,3,oats-cc mix,8/22/23,2023,1M,0,2,1,0,0,3,2,1,-2,,,,,
305,3,oats-cc mix,8/31/23,2023,1M,0,1,1,2,0,4,1,3,1,,,,,
305,3,oats-cc mix,9/8/23,2023,1M,0,0,1,2,1,4,0,4,0,,,,,
305,3,oats-cc mix,9/13/23,2023,1M,0,0,0,3,1,4,0,4,0,,,,,
305,3,oats-cc mix,9/22/23,2023,1M,0,0,0,3,1,4,0,4,0,,,,,
305,3,oats-cc mix,9/29/23,2023,1M,0,0,2,1,1,4,0,4,0,,,,,
306,3,wheat/clover,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,0,0,0,4,4
306,3,wheat/clover,5/16/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
306,3,wheat/clover,5/22/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
306,3,wheat/clover,5/30/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
306,3,wheat/clover,6/5/23,2023,1M,0,1,0,0,0,1,1,0,1,,,,,
306,3,wheat/clover,6/13/23,2023,1M,0,0,0,0,0,0,0,0,-1,,,,,
306,3,wheat/clover,6/21/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
306,3,wheat/clover,6/28/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
306,3,wheat/clover,7/6/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
306,3,wheat/clover,7/12/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
306,3,wheat/clover,7/18/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
306,3,wheat/clover,7/25/23,2023,1M,0,2,1,1,0,4,2,2,4,,,,,
306,3,wheat/clover,7/31/23,2023,1M,0,2,0,0,0,2,2,0,-2,,,,,
306,3,wheat/clover,8/10/23,2023,1M,0,0,4,0,0,4,0,4,2,,,,,
306,3,wheat/clover,8/15/23,2023,1M,0,3,1,0,0,4,3,1,0,,,,,
306,3,wheat/clover,8/22/23,2023,1M,0,0,0,4,0,4,0,4,0,,,,,
306,3,wheat/clover,8/31/23,2023,1M,0,0,2,0,0,2,0,2,-2,,,,,
306,3,wheat/clover,9/8/23,2023,1M,0,0,1,0,0,1,0,1,-1,,,,,
306,3,wheat/clover,9/13/23,2023,1M,0,0,0,0,0,0,0,0,-1,,,,,
306,3,wheat/clover,9/22/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
306,3,wheat/clover,9/29/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
401,4,ryelage-sorghum sudangrass,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,0,0,34,64,68
401,4,ryelage-sorghum sudangrass,5/16/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
401,4,ryelage-sorghum sudangrass,5/22/23,2023,1M,0,2,0,0,0,2,2,0,2,,,,,
401,4,ryelage-sorghum sudangrass,5/30/23,2023,1M,0,0,0,0,0,0,0,0,-2,,,,,
401,4,ryelage-sorghum sudangrass,6/5/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
401,4,ryelage-sorghum sudangrass,6/13/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
401,4,ryelage-sorghum sudangrass,6/21/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
401,4,ryelage-sorghum sudangrass,6/28/23,2023,1M,4,30,0,0,0,34,34,0,34,,,,,
401,4,ryelage-sorghum sudangrass,7/6/23,2023,1M,0,0,32,3,0,35,0,35,1,,,,,
401,4,ryelage-sorghum sudangrass,7/12/23,2023,1M,0,20,23,3,0,46,20,26,11,,,,,
401,4,ryelage-sorghum sudangrass,7/18/23,2023,1M,0,19,24,3,0,46,19,27,0,,,,,
401,4,ryelage-sorghum sudangrass,7/25/23,2023,1M,0,5,9,42,8,64,5,59,18,,,,,
401,4,ryelage-sorghum sudangrass,7/31/23,2023,1M,0,6,7,30,22,65,6,59,1,,,,,
401,4,ryelage-sorghum sudangrass,8/10/23,2023,1M,0,0,10,26,27,63,0,63,-2,,,,,
401,4,ryelage-sorghum sudangrass,8/15/23,2023,1M,0,0,12,27,29,68,0,68,5,,,,,
401,4,ryelage-sorghum sudangrass,8/22/23,2023,1M,0,0,2,2,0,4,0,4,-64,,,,,
401,4,ryelage-sorghum sudangrass,8/31/23,2023,1M,0,0,1,2,0,3,0,3,-1,,,,,
401,4,ryelage-sorghum sudangrass,9/8/23,2023,1M,0,0,3,0,0,3,0,3,0,,,,,
401,4,ryelage-sorghum sudangrass,9/13/23,2023,1M,0,0,0,2,0,2,0,2,-1,,,,,
401,4,ryelage-sorghum sudangrass,9/22/23,2023,1M,0,1,4,1,0,6,1,5,4,,,,,
401,4,ryelage-sorghum sudangrass,9/29/23,2023,1M,0,0,0,3,0,3,0,3,-3,,,,,
402,4,wheat/clover,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,2,0,0,7,7
402,4,wheat/clover,5/16/23,2023,1M,0,2,0,0,0,2,2,0,2,,,,,
402,4,wheat/clover,5/22/23,2023,1M,0,0,0,0,0,0,0,0,-2,,,,,
402,4,wheat/clover,5/30/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
402,4,wheat/clover,6/5/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
402,4,wheat/clover,6/13/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
402,4,wheat/clover,6/21/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
402,4,wheat/clover,6/28/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
402,4,wheat/clover,7/6/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
402,4,wheat/clover,7/12/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
402,4,wheat/clover,7/18/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
402,4,wheat/clover,7/25/23,2023,1M,0,4,3,0,0,7,4,3,7,,,,,
402,4,wheat/clover,7/31/23,2023,1M,0,5,1,1,0,7,5,2,0,,,,,
402,4,wheat/clover,8/10/23,2023,1M,0,0,3,4,0,7,0,7,0,,,,,
402,4,wheat/clover,8/15/23,2023,1M,0,0,3,4,0,7,0,7,0,,,,,
402,4,wheat/clover,8/22/23,2023,1M,0,0,1,0,0,1,0,1,-6,,,,,
402,4,wheat/clover,8/31/23,2023,1M,0,1,2,0,0,3,1,2,2,,,,,
402,4,wheat/clover,9/8/23,2023,1M,0,1,2,0,0,3,1,2,0,,,,,
402,4,wheat/clover,9/13/23,2023,1M,0,0,3,0,0,3,0,3,0,,,,,
402,4,wheat/clover,9/22/23,2023,1M,0,0,0,0,0,0,0,0,-3,,,,,
402,4,wheat/clover,9/29/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
403,4,oats-cc mix,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,0,4,0,4,3
403,4,oats-cc mix,5/16/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
403,4,oats-cc mix,5/22/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
403,4,oats-cc mix,5/30/23,2023,1M,0,2,0,0,0,2,2,0,2,,,,,
403,4,oats-cc mix,6/5/23,2023,1M,0,0,0,0,0,0,0,0,-2,,,,,
403,4,oats-cc mix,6/13/23,2023,1M,0,4,0,0,0,4,4,0,4,,,,,
403,4,oats-cc mix,6/21/23,2023,1M,0,0,0,0,0,0,0,0,-4,,,,,
403,4,oats-cc mix,6/28/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
403,4,oats-cc mix,7/6/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
403,4,oats-cc mix,7/12/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
403,4,oats-cc mix,7/18/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
403,4,oats-cc mix,7/25/23,2023,1M,0,4,0,0,0,4,4,0,4,,,,,
403,4,oats-cc mix,7/31/23,2023,1M,0,5,0,0,0,5,5,0,1,,,,,
403,4,oats-cc mix,8/10/23,2023,1M,0,1,4,0,0,5,1,4,0,,,,,
403,4,oats-cc mix,8/15/23,2023,1M,0,1,2,0,0,3,1,2,-2,,,,,
403,4,oats-cc mix,8/22/23,2023,1M,0,0,0,1,0,1,0,1,-2,,,,,
403,4,oats-cc mix,8/31/23,2023,1M,0,0,1,0,0,1,0,1,0,,,,,
403,4,oats-cc mix,9/8/23,2023,1M,0,0,1,0,0,1,0,1,0,,,,,
403,4,oats-cc mix,9/13/23,2023,1M,0,0,0,0,0,0,0,0,-1,,,,,
403,4,oats-cc mix,9/22/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
403,4,oats-cc mix,9/29/23,2023,1M,0,1,0,0,0,1,1,0,1,,,,,
404,4,alfalfa/orchardgrass,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,5,0,15,17,22
404,4,alfalfa/orchardgrass,5/16/23,2023,1M,3,2,0,0,0,5,5,0,5,,,,,
404,4,alfalfa/orchardgrass,5/22/23,2023,1M,1,4,0,0,0,5,5,0,0,,,,,
404,4,alfalfa/orchardgrass,5/30/23,2023,1M,0,0,0,0,0,0,0,0,-5,,,,,
404,4,alfalfa/orchardgrass,6/5/23,2023,1M,0,1,0,0,0,1,1,0,1,,,,,
404,4,alfalfa/orchardgrass,6/13/23,2023,1M,0,0,0,0,0,0,0,0,-1,,,,,
404,4,alfalfa/orchardgrass,6/21/23,2023,1M,0,9,0,0,0,9,9,0,9,,,,,
404,4,alfalfa/orchardgrass,6/28/23,2023,1M,2,3,10,0,0,15,5,10,6,,,,,
404,4,alfalfa/orchardgrass,7/6/23,2023,1M,0,2,4,6,2,14,2,12,-1,,,,,
404,4,alfalfa/orchardgrass,7/12/23,2023,1M,0,9,5,1,0,15,9,6,1,,,,,
404,4,alfalfa/orchardgrass,7/18/23,2023,1M,0,8,5,1,8,22,8,14,7,,,,,
404,4,alfalfa/orchardgrass,7/25/23,2023,1M,2,5,8,2,0,17,7,10,-5,,,,,
404,4,alfalfa/orchardgrass,7/31/23,2023,1M,1,5,11,1,0,18,6,12,1,,,,,
404,4,alfalfa/orchardgrass,8/10/23,2023,1M,0,4,10,8,0,22,4,18,4,,,,,
404,4,alfalfa/orchardgrass,8/15/23,2023,1M,0,2,11,9,0,22,2,20,0,,,,,
404,4,alfalfa/orchardgrass,8/22/23,2023,1M,0,0,5,2,0,7,0,7,-15,,,,,
404,4,alfalfa/orchardgrass,8/31/23,2023,1M,0,0,8,0,0,8,0,8,1,,,,,
404,4,alfalfa/orchardgrass,9/8/23,2023,1M,0,0,5,2,0,7,0,7,-1,,,,,
404,4,alfalfa/orchardgrass,9/13/23,2023,1M,0,0,6,1,0,7,0,7,0,,,,,
404,4,alfalfa/orchardgrass,9/22/23,2023,1M,0,0,0,0,0,0,0,0,-7,,,,,
404,4,alfalfa/orchardgrass,9/29/23,2023,1M,0,0,2,0,0,2,0,2,2,,,,,
405,4,wheat-cc mix,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,0,0,0,11,9
405,4,wheat-cc mix,5/16/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
405,4,wheat-cc mix,5/22/23,2023,1M,0,2,0,0,0,2,2,0,2,,,,,
405,4,wheat-cc mix,5/30/23,2023,1M,0,0,0,0,0,0,0,0,-2,,,,,
405,4,wheat-cc mix,6/5/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
405,4,wheat-cc mix,6/13/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
405,4,wheat-cc mix,6/21/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
405,4,wheat-cc mix,6/28/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
405,4,wheat-cc mix,7/6/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
405,4,wheat-cc mix,7/12/23,2023,1M,0,8,0,0,0,8,8,0,8,,,,,
405,4,wheat-cc mix,7/18/23,2023,1M,2,7,0,0,0,9,9,0,1,,,,,
405,4,wheat-cc mix,7/25/23,2023,1M,0,6,4,1,0,11,6,5,2,,,,,
405,4,wheat-cc mix,7/31/23,2023,1M,0,6,4,0,0,10,6,4,-1,,,,,
405,4,wheat-cc mix,8/10/23,2023,1M,0,6,4,0,0,10,6,4,0,,,,,
405,4,wheat-cc mix,8/15/23,2023,1M,0,5,3,1,0,9,5,4,-1,,,,,
405,4,wheat-cc mix,8/22/23,2023,1M,0,0,3,1,0,4,0,4,-5,,,,,
405,4,wheat-cc mix,8/31/23,2023,1M,0,1,3,1,1,6,1,5,2,,,,,
405,4,wheat-cc mix,9/8/23,2023,1M,0,0,0,7,0,7,0,7,1,,,,,
405,4,wheat-cc mix,9/13/23,2023,1M,0,0,5,2,0,7,0,7,0,,,,,
405,4,wheat-cc mix,9/22/23,2023,1M,0,0,1,3,0,4,0,4,-3,,,,,
405,4,wheat-cc mix,9/29/23,2023,1M,0,0,4,4,0,8,0,8,4,,,,,
406,4,alfalfa/oats,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,3,0,2,2,2
406,4,alfalfa/oats,5/16/23,2023,1M,3,0,0,0,0,3,3,0,3,,,,,
406,4,alfalfa/oats,5/22/23,2023,1M,0,0,0,0,0,0,0,0,-3,,,,,
406,4,alfalfa/oats,5/30/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
406,4,alfalfa/oats,6/5/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
406,4,alfalfa/oats,6/13/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
406,4,alfalfa/oats,6/21/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
406,4,alfalfa/oats,6/28/23,2023,1M,0,1,1,0,0,2,1,1,2,,,,,
406,4,alfalfa/oats,7/6/23,2023,1M,0,0,2,0,0,2,0,2,0,,,,,
406,4,alfalfa/oats,7/12/23,2023,1M,0,0,0,0,0,0,0,0,-2,,,,,
406,4,alfalfa/oats,7/18/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
406,4,alfalfa/oats,7/25/23,2023,1M,0,1,0,1,0,2,1,1,2,,,,,
406,4,alfalfa/oats,7/31/23,2023,1M,0,2,0,0,0,2,2,0,0,,,,,
406,4,alfalfa/oats,8/10/23,2023,1M,0,2,0,0,0,2,2,0,0,,,,,
406,4,alfalfa/oats,8/15/23,2023,1M,0,2,0,0,0,2,2,0,0,,,,,
406,4,alfalfa/oats,8/22/23,2023,1M,0,0,0,0,0,0,0,0,-2,,,,,
406,4,alfalfa/oats,8/31/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
406,4,alfalfa/oats,9/8/23,2023,1M,0,0,0,1,0,1,0,1,1,,,,,
406,4,alfalfa/oats,9/13/23,2023,1M,0,0,0,0,0,0,0,0,-1,,,,,
406,4,alfalfa/oats,9/22/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
406,4,alfalfa/oats,9/29/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
